index,timestamp,pattern
24,2026-01-30 15:02:59.186576+00:00,doji
24,2026-01-30 15:02:59.186576+00:00,three_white_soldiers
24,2026-01-30 15:02:59.186576+00:00,spinning_top
24,2026-01-30 15:02:59.186576+00:00,hanging_man
25,2026-01-30 16:02:59.186576+00:00,doji
25,2026-01-30 16:02:59.186576+00:00,bearish_engulfing
25,2026-01-30 16:02:59.186576+00:00,spinning_top
25,2026-01-30 16:02:59.186576+00:00,shooting_star
25,2026-01-30 16:02:59.186576+00:00,hanging_man
25,2026-01-30 16:02:59.186576+00:00,evening_star
26,2026-01-30 17:02:59.186576+00:00,evening_star
27,2026-01-30 18:02:59.186576+00:00,doji
27,2026-01-30 18:02:59.186576+00:00,three_black_crows
27,2026-01-30 18:02:59.186576+00:00,spinning_top
27,2026-01-30 18:02:59.186576+00:00,shooting_star
27,2026-01-30 18:02:59.186576+00:00,hanging_man
28,2026-01-30 19:02:59.186576+00:00,bullish_engulfing
28,2026-01-30 19:02:59.186576+00:00,morning_star
29,2026-01-30 20:02:59.186576+00:00,bearish_engulfing
30,2026-01-30 21:02:59.186576+00:00,doji
30,2026-01-30 21:02:59.186576+00:00,hammer
30,2026-01-30 21:02:59.186576+00:00,spinning_top
30,2026-01-30 21:02:59.186576+00:00,hanging_man
31,2026-01-30 22:02:59.186576+00:00,three_black_crows
32,2026-01-30 23:02:59.186576+00:00,doji
32,2026-01-30 23:02:59.186576+00:00,spinning_top
32,2026-01-30 23:02:59.186576+00:00,shooting_star
33,2026-01-31 00:02:59.186576+00:00,morning_star
34,2026-01-31 01:02:59.186576+00:00,bearish_engulfing
35,2026-01-31 02:02:59.186576+00:00,doji
35,2026-01-31 02:02:59.186576+00:00,shooting_star
36,2026-01-31 03:02:59.186576+00:00,three_black_crows
37,2026-01-31 04:02:59.186576+00:00,doji
37,2026-01-31 04:02:59.186576+00:00,hanging_man
37,2026-01-31 04:02:59.186576+00:00,piercing_line
38,2026-01-31 05:02:59.186576+00:00,morning_star
39,2026-01-31 06:02:59.186576+00:00,three_white_soldiers
40,2026-01-31 07:02:59.186576+00:00,three_white_soldiers
41,2026-01-31 08:02:59.186576+00:00,doji
41,2026-01-31 08:02:59.186576+00:00,three_white_soldiers
41,2026-01-31 08:02:59.186576+00:00,spinning_top
41,2026-01-31 08:02:59.186576+00:00,shooting_star
41,2026-01-31 08:02:59.186576+00:00,hanging_man
42,2026-01-31 09:02:59.186576+00:00,bearish_engulfing
42,2026-01-31 09:02:59.186576+00:00,shooting_star
42,2026-01-31 09:02:59.186576+00:00,evening_star
43,2026-01-31 10:02:59.186576+00:00,piercing_line
43,2026-01-31 10:02:59.186576+00:00,piercing_line
44,2026-01-31 11:02:59.186576+00:00,bearish_engulfing
45,2026-01-31 12:02:59.186576+00:00,doji
45,2026-01-31 12:02:59.186576+00:00,piercing_line
46,2026-01-31 13:02:59.186576+00:00,doji
46,2026-01-31 13:02:59.186576+00:00,bearish_engulfing
46,2026-01-31 13:02:59.186576+00:00,spinning_top
46,2026-01-31 13:02:59.186576+00:00,shooting_star
46,2026-01-31 13:02:59.186576+00:00,hanging_man
47,2026-01-31 14:02:59.186576+00:00,doji
47,2026-01-31 14:02:59.186576+00:00,spinning_top
47,2026-01-31 14:02:59.186576+00:00,shooting_star
47,2026-01-31 14:02:59.186576+00:00,hanging_man
47,2026-01-31 14:02:59.186576+00:00,evening_star
48,2026-01-31 15:02:59.186576+00:00,doji
48,2026-01-31 15:02:59.186576+00:00,three_black_crows
48,2026-01-31 15:02:59.186576+00:00,spinning_top
48,2026-01-31 15:02:59.186576+00:00,shooting_star
48,2026-01-31 15:02:59.186576+00:00,hanging_man
49,2026-01-31 16:02:59.186576+00:00,bullish_engulfing
49,2026-01-31 16:02:59.186576+00:00,morning_star
50,2026-01-31 17:02:59.186576+00:00,doji
50,2026-01-31 17:02:59.186576+00:00,bearish_engulfing
50,2026-01-31 17:02:59.186576+00:00,spinning_top
50,2026-01-31 17:02:59.186576+00:00,shooting_star
51,2026-01-31 18:02:59.186576+00:00,doji
51,2026-01-31 18:02:59.186576+00:00,spinning_top
51,2026-01-31 18:02:59.186576+00:00,shooting_star
51,2026-01-31 18:02:59.186576+00:00,hanging_man
52,2026-01-31 19:02:59.186576+00:00,morning_star
53,2026-01-31 20:02:59.186576+00:00,bearish_engulfing
54,2026-01-31 21:02:59.186576+00:00,doji
54,2026-01-31 21:02:59.186576+00:00,spinning_top
54,2026-01-31 21:02:59.186576+00:00,shooting_star
54,2026-01-31 21:02:59.186576+00:00,piercing_line
55,2026-01-31 22:02:59.186576+00:00,doji
55,2026-01-31 22:02:59.186576+00:00,spinning_top
55,2026-01-31 22:02:59.186576+00:00,shooting_star
55,2026-01-31 22:02:59.186576+00:00,morning_star
56,2026-01-31 23:02:59.186576+00:00,doji
56,2026-01-31 23:02:59.186576+00:00,three_white_soldiers
56,2026-01-31 23:02:59.186576+00:00,spinning_top
56,2026-01-31 23:02:59.186576+00:00,shooting_star
56,2026-01-31 23:02:59.186576+00:00,hanging_man
57,2026-02-01 00:02:59.186576+00:00,bearish_engulfing
57,2026-02-01 00:02:59.186576+00:00,evening_star
58,2026-02-01 01:02:59.186576+00:00,doji
58,2026-02-01 01:02:59.186576+00:00,spinning_top
58,2026-02-01 01:02:59.186576+00:00,shooting_star
59,2026-02-01 02:02:59.186576+00:00,piercing_line
59,2026-02-01 02:02:59.186576+00:00,morning_star
60,2026-02-01 03:02:59.186576+00:00,doji
60,2026-02-01 03:02:59.186576+00:00,bearish_engulfing
60,2026-02-01 03:02:59.186576+00:00,spinning_top
60,2026-02-01 03:02:59.186576+00:00,hanging_man
61,2026-02-01 04:02:59.186576+00:00,evening_star
62,2026-02-01 05:02:59.186576+00:00,three_black_crows
63,2026-02-01 06:02:59.186576+00:00,doji
63,2026-02-01 06:02:59.186576+00:00,three_black_crows
63,2026-02-01 06:02:59.186576+00:00,spinning_top
63,2026-02-01 06:02:59.186576+00:00,shooting_star
63,2026-02-01 06:02:59.186576+00:00,hanging_man
64,2026-02-01 07:02:59.186576+00:00,doji
64,2026-02-01 07:02:59.186576+00:00,three_black_crows
64,2026-02-01 07:02:59.186576+00:00,hanging_man
65,2026-02-01 08:02:59.186576+00:00,doji
65,2026-02-01 08:02:59.186576+00:00,three_black_crows
65,2026-02-01 08:02:59.186576+00:00,spinning_top
65,2026-02-01 08:02:59.186576+00:00,shooting_star
65,2026-02-01 08:02:59.186576+00:00,hanging_man
66,2026-02-01 09:02:59.186576+00:00,bullish_engulfing
66,2026-02-01 09:02:59.186576+00:00,morning_star
67,2026-02-01 10:02:59.186576+00:00,bearish_engulfing
68,2026-02-01 11:02:59.186576+00:00,doji
68,2026-02-01 11:02:59.186576+00:00,spinning_top
68,2026-02-01 11:02:59.186576+00:00,shooting_star
68,2026-02-01 11:02:59.186576+00:00,hanging_man
68,2026-02-01 11:02:59.186576+00:00,piercing_line
69,2026-02-01 12:02:59.186576+00:00,bearish_engulfing
70,2026-02-01 13:02:59.186576+00:00,doji
70,2026-02-01 13:02:59.186576+00:00,spinning_top
70,2026-02-01 13:02:59.186576+00:00,shooting_star
70,2026-02-01 13:02:59.186576+00:00,piercing_line
71,2026-02-01 14:02:59.186576+00:00,doji
71,2026-02-01 14:02:59.186576+00:00,bearish_engulfing
71,2026-02-01 14:02:59.186576+00:00,spinning_top
71,2026-02-01 14:02:59.186576+00:00,shooting_star
71,2026-02-01 14:02:59.186576+00:00,hanging_man
72,2026-02-01 15:02:59.186576+00:00,evening_star
73,2026-02-01 16:02:59.186576+00:00,three_black_crows
74,2026-02-01 17:02:59.186576+00:00,three_black_crows
75,2026-02-01 18:02:59.186576+00:00,doji
75,2026-02-01 18:02:59.186576+00:00,three_black_crows
75,2026-02-01 18:02:59.186576+00:00,spinning_top
75,2026-02-01 18:02:59.186576+00:00,shooting_star
76,2026-02-01 19:02:59.186576+00:00,bullish_engulfing
76,2026-02-01 19:02:59.186576+00:00,piercing_line
76,2026-02-01 19:02:59.186576+00:00,morning_star
77,2026-02-01 20:02:59.186576+00:00,doji
77,2026-02-01 20:02:59.186576+00:00,bearish_engulfing
77,2026-02-01 20:02:59.186576+00:00,spinning_top
77,2026-02-01 20:02:59.186576+00:00,shooting_star
77,2026-02-01 20:02:59.186576+00:00,hanging_man
78,2026-02-01 21:02:59.186576+00:00,evening_star
79,2026-02-01 22:02:59.186576+00:00,doji
79,2026-02-01 22:02:59.186576+00:00,three_black_crows
79,2026-02-01 22:02:59.186576+00:00,spinning_top
79,2026-02-01 22:02:59.186576+00:00,shooting_star
79,2026-02-01 22:02:59.186576+00:00,hanging_man
80,2026-02-01 23:02:59.186576+00:00,bullish_engulfing
80,2026-02-01 23:02:59.186576+00:00,piercing_line
80,2026-02-01 23:02:59.186576+00:00,morning_star
81,2026-02-02 00:02:59.186576+00:00,doji
81,2026-02-02 00:02:59.186576+00:00,hammer
81,2026-02-02 00:02:59.186576+00:00,spinning_top
81,2026-02-02 00:02:59.186576+00:00,hanging_man
82,2026-02-02 01:02:59.186576+00:00,three_white_soldiers
83,2026-02-02 02:02:59.186576+00:00,three_white_soldiers
84,2026-02-02 03:02:59.186576+00:00,doji
84,2026-02-02 03:02:59.186576+00:00,bearish_engulfing
84,2026-02-02 03:02:59.186576+00:00,spinning_top
84,2026-02-02 03:02:59.186576+00:00,shooting_star
84,2026-02-02 03:02:59.186576+00:00,hanging_man
85,2026-02-02 04:02:59.186576+00:00,doji
85,2026-02-02 04:02:59.186576+00:00,spinning_top
85,2026-02-02 04:02:59.186576+00:00,shooting_star
85,2026-02-02 04:02:59.186576+00:00,hanging_man
85,2026-02-02 04:02:59.186576+00:00,evening_star
86,2026-02-02 05:02:59.186576+00:00,doji
86,2026-02-02 05:02:59.186576+00:00,hammer
86,2026-02-02 05:02:59.186576+00:00,bullish_engulfing
86,2026-02-02 05:02:59.186576+00:00,hanging_man
86,2026-02-02 05:02:59.186576+00:00,piercing_line
86,2026-02-02 05:02:59.186576+00:00,morning_star
87,2026-02-02 06:02:59.186576+00:00,morning_star
88,2026-02-02 07:02:59.186576+00:00,doji
88,2026-02-02 07:02:59.186576+00:00,three_white_soldiers
89,2026-02-02 08:02:59.186576+00:00,doji
89,2026-02-02 08:02:59.186576+00:00,hammer
89,2026-02-02 08:02:59.186576+00:00,three_white_soldiers
89,2026-02-02 08:02:59.186576+00:00,spinning_top
89,2026-02-02 08:02:59.186576+00:00,hanging_man
90,2026-02-02 09:02:59.186576+00:00,bearish_engulfing
90,2026-02-02 09:02:59.186576+00:00,evening_star
91,2026-02-02 10:02:59.186576+00:00,doji
91,2026-02-02 10:02:59.186576+00:00,spinning_top
91,2026-02-02 10:02:59.186576+00:00,shooting_star
92,2026-02-02 11:02:59.186576+00:00,doji
92,2026-02-02 11:02:59.186576+00:00,bearish_engulfing
92,2026-02-02 11:02:59.186576+00:00,spinning_top
92,2026-02-02 11:02:59.186576+00:00,hanging_man
93,2026-02-02 12:02:59.186576+00:00,doji
93,2026-02-02 12:02:59.186576+00:00,spinning_top
93,2026-02-02 12:02:59.186576+00:00,shooting_star
93,2026-02-02 12:02:59.186576+00:00,hanging_man
93,2026-02-02 12:02:59.186576+00:00,evening_star
94,2026-02-02 13:02:59.186576+00:00,three_black_crows
95,2026-02-02 14:02:59.186576+00:00,three_black_crows
96,2026-02-02 15:02:59.186576+00:00,doji
96,2026-02-02 15:02:59.186576+00:00,spinning_top
96,2026-02-02 15:02:59.186576+00:00,shooting_star
96,2026-02-02 15:02:59.186576+00:00,hanging_man
97,2026-02-02 16:02:59.186576+00:00,doji
97,2026-02-02 16:02:59.186576+00:00,bearish_engulfing
97,2026-02-02 16:02:59.186576+00:00,spinning_top
97,2026-02-02 16:02:59.186576+00:00,shooting_star
98,2026-02-02 17:02:59.186576+00:00,doji
98,2026-02-02 17:02:59.186576+00:00,bullish_engulfing
98,2026-02-02 17:02:59.186576+00:00,spinning_top
98,2026-02-02 17:02:59.186576+00:00,shooting_star
98,2026-02-02 17:02:59.186576+00:00,hanging_man
99,2026-02-02 18:02:59.186576+00:00,bearish_engulfing
101,2026-02-02 20:02:59.186576+00:00,doji
101,2026-02-02 20:02:59.186576+00:00,three_black_crows
101,2026-02-02 20:02:59.186576+00:00,spinning_top
101,2026-02-02 20:02:59.186576+00:00,shooting_star
101,2026-02-02 20:02:59.186576+00:00,hanging_man
102,2026-02-02 21:02:59.186576+00:00,doji
102,2026-02-02 21:02:59.186576+00:00,hammer
102,2026-02-02 21:02:59.186576+00:00,bullish_engulfing
102,2026-02-02 21:02:59.186576+00:00,hanging_man
102,2026-02-02 21:02:59.186576+00:00,piercing_line
102,2026-02-02 21:02:59.186576+00:00,morning_star
103,2026-02-02 22:02:59.186576+00:00,morning_star
104,2026-02-02 23:02:59.186576+00:00,doji
104,2026-02-02 23:02:59.186576+00:00,three_white_soldiers
104,2026-02-02 23:02:59.186576+00:00,spinning_top
104,2026-02-02 23:02:59.186576+00:00,shooting_star
104,2026-02-02 23:02:59.186576+00:00,hanging_man
105,2026-02-03 00:02:59.186576+00:00,doji
105,2026-02-03 00:02:59.186576+00:00,three_white_soldiers
106,2026-02-03 01:02:59.186576+00:00,bearish_engulfing
106,2026-02-03 01:02:59.186576+00:00,evening_star
107,2026-02-03 02:02:59.186576+00:00,doji
107,2026-02-03 02:02:59.186576+00:00,spinning_top
107,2026-02-03 02:02:59.186576+00:00,shooting_star
107,2026-02-03 02:02:59.186576+00:00,hanging_man
108,2026-02-03 03:02:59.186576+00:00,doji
108,2026-02-03 03:02:59.186576+00:00,hammer
108,2026-02-03 03:02:59.186576+00:00,bullish_engulfing
108,2026-02-03 03:02:59.186576+00:00,spinning_top
108,2026-02-03 03:02:59.186576+00:00,hanging_man
108,2026-02-03 03:02:59.186576+00:00,morning_star
109,2026-02-03 04:02:59.186576+00:00,bearish_engulfing
111,2026-02-03 06:02:59.186576+00:00,doji
111,2026-02-03 06:02:59.186576+00:00,spinning_top
111,2026-02-03 06:02:59.186576+00:00,shooting_star
111,2026-02-03 06:02:59.186576+00:00,hanging_man
112,2026-02-03 07:02:59.186576+00:00,morning_star
113,2026-02-03 08:02:59.186576+00:00,doji
113,2026-02-03 08:02:59.186576+00:00,three_white_soldiers
113,2026-02-03 08:02:59.186576+00:00,spinning_top
113,2026-02-03 08:02:59.186576+00:00,shooting_star
114,2026-02-03 09:02:59.186576+00:00,doji
114,2026-02-03 09:02:59.186576+00:00,hammer
114,2026-02-03 09:02:59.186576+00:00,three_white_soldiers
114,2026-02-03 09:02:59.186576+00:00,spinning_top
114,2026-02-03 09:02:59.186576+00:00,hanging_man
115,2026-02-03 10:02:59.186576+00:00,bearish_engulfing
115,2026-02-03 10:02:59.186576+00:00,evening_star
116,2026-02-03 11:02:59.186576+00:00,piercing_line
117,2026-02-03 12:02:59.186576+00:00,hammer
117,2026-02-03 12:02:59.186576+00:00,hanging_man
118,2026-02-03 13:02:59.186576+00:00,doji
118,2026-02-03 13:02:59.186576+00:00,three_white_soldiers
118,2026-02-03 13:02:59.186576+00:00,spinning_top
118,2026-02-03 13:02:59.186576+00:00,shooting_star
119,2026-02-03 14:02:59.186576+00:00,doji
119,2026-02-03 14:02:59.186576+00:00,bearish_engulfing
119,2026-02-03 14:02:59.186576+00:00,spinning_top
119,2026-02-03 14:02:59.186576+00:00,shooting_star
119,2026-02-03 14:02:59.186576+00:00,hanging_man
119,2026-02-03 14:02:59.186576+00:00,evening_star
120,2026-02-03 15:02:59.186576+00:00,bullish_engulfing
121,2026-02-03 16:02:59.186576+00:00,doji
121,2026-02-03 16:02:59.186576+00:00,spinning_top
121,2026-02-03 16:02:59.186576+00:00,shooting_star
121,2026-02-03 16:02:59.186576+00:00,hanging_man
122,2026-02-03 17:02:59.186576+00:00,three_white_soldiers
123,2026-02-03 18:02:59.186576+00:00,three_white_soldiers
124,2026-02-03 19:02:59.186576+00:00,doji
124,2026-02-03 19:02:59.186576+00:00,bearish_engulfing
124,2026-02-03 19:02:59.186576+00:00,spinning_top
124,2026-02-03 19:02:59.186576+00:00,shooting_star
124,2026-02-03 19:02:59.186576+00:00,hanging_man
125,2026-02-03 20:02:59.186576+00:00,doji
125,2026-02-03 20:02:59.186576+00:00,evening_star
126,2026-02-03 21:02:59.186576+00:00,doji
126,2026-02-03 21:02:59.186576+00:00,spinning_top
126,2026-02-03 21:02:59.186576+00:00,shooting_star
126,2026-02-03 21:02:59.186576+00:00,hanging_man
126,2026-02-03 21:02:59.186576+00:00,piercing_line
126,2026-02-03 21:02:59.186576+00:00,morning_star
127,2026-02-03 22:02:59.186576+00:00,bearish_engulfing
128,2026-02-03 23:02:59.186576+00:00,doji
128,2026-02-03 23:02:59.186576+00:00,hammer
128,2026-02-03 23:02:59.186576+00:00,spinning_top
128,2026-02-03 23:02:59.186576+00:00,hanging_man
129,2026-02-04 00:02:59.186576+00:00,doji
129,2026-02-04 00:02:59.186576+00:00,bullish_engulfing
129,2026-02-04 00:02:59.186576+00:00,spinning_top
129,2026-02-04 00:02:59.186576+00:00,shooting_star
129,2026-02-04 00:02:59.186576+00:00,hanging_man
129,2026-02-04 00:02:59.186576+00:00,piercing_line
129,2026-02-04 00:02:59.186576+00:00,morning_star
130,2026-02-04 01:02:59.186576+00:00,morning_star
131,2026-02-04 02:02:59.186576+00:00,three_white_soldiers
132,2026-02-04 03:02:59.186576+00:00,doji
132,2026-02-04 03:02:59.186576+00:00,bearish_engulfing
132,2026-02-04 03:02:59.186576+00:00,spinning_top
132,2026-02-04 03:02:59.186576+00:00,shooting_star
132,2026-02-04 03:02:59.186576+00:00,hanging_man
133,2026-02-04 04:02:59.186576+00:00,doji
133,2026-02-04 04:02:59.186576+00:00,spinning_top
133,2026-02-04 04:02:59.186576+00:00,shooting_star
133,2026-02-04 04:02:59.186576+00:00,hanging_man
133,2026-02-04 04:02:59.186576+00:00,piercing_line
134,2026-02-04 05:02:59.186576+00:00,morning_star
135,2026-02-04 06:02:59.186576+00:00,bearish_engulfing
137,2026-02-04 08:02:59.186576+00:00,doji
137,2026-02-04 08:02:59.186576+00:00,spinning_top
137,2026-02-04 08:02:59.186576+00:00,shooting_star
137,2026-02-04 08:02:59.186576+00:00,hanging_man
137,2026-02-04 08:02:59.186576+00:00,piercing_line
138,2026-02-04 09:02:59.186576+00:00,bearish_engulfing
139,2026-02-04 10:02:59.186576+00:00,doji
139,2026-02-04 10:02:59.186576+00:00,spinning_top
139,2026-02-04 10:02:59.186576+00:00,shooting_star
139,2026-02-04 10:02:59.186576+00:00,hanging_man
140,2026-02-04 11:02:59.186576+00:00,three_black_crows
141,2026-02-04 12:02:59.186576+00:00,bullish_engulfing
141,2026-02-04 12:02:59.186576+00:00,piercing_line
141,2026-02-04 12:02:59.186576+00:00,piercing_line
142,2026-02-04 13:02:59.186576+00:00,doji
142,2026-02-04 13:02:59.186576+00:00,bearish_engulfing
142,2026-02-04 13:02:59.186576+00:00,shooting_star
143,2026-02-04 14:02:59.186576+00:00,bullish_engulfing
143,2026-02-04 14:02:59.186576+00:00,piercing_line
144,2026-02-04 15:02:59.186576+00:00,bearish_engulfing
145,2026-02-04 16:02:59.186576+00:00,doji
145,2026-02-04 16:02:59.186576+00:00,spinning_top
145,2026-02-04 16:02:59.186576+00:00,shooting_star
145,2026-02-04 16:02:59.186576+00:00,hanging_man
146,2026-02-04 17:02:59.186576+00:00,three_black_crows
146,2026-02-04 17:02:59.186576+00:00,shooting_star
147,2026-02-04 18:02:59.186576+00:00,three_black_crows
148,2026-02-04 19:02:59.186576+00:00,piercing_line
150,2026-02-04 21:02:59.186576+00:00,doji
150,2026-02-04 21:02:59.186576+00:00,three_white_soldiers
150,2026-02-04 21:02:59.186576+00:00,spinning_top
150,2026-02-04 21:02:59.186576+00:00,shooting_star
150,2026-02-04 21:02:59.186576+00:00,hanging_man
151,2026-02-04 22:02:59.186576+00:00,bearish_engulfing
151,2026-02-04 22:02:59.186576+00:00,evening_star
153,2026-02-05 00:02:59.186576+00:00,bullish_engulfing
153,2026-02-05 00:02:59.186576+00:00,piercing_line
154,2026-02-05 01:02:59.186576+00:00,doji
154,2026-02-05 01:02:59.186576+00:00,bearish_engulfing
154,2026-02-05 01:02:59.186576+00:00,hanging_man
155,2026-02-05 02:02:59.186576+00:00,bullish_engulfing
156,2026-02-05 03:02:59.186576+00:00,doji
157,2026-02-05 04:02:59.186576+00:00,doji
157,2026-02-05 04:02:59.186576+00:00,three_white_soldiers
157,2026-02-05 04:02:59.186576+00:00,hanging_man
158,2026-02-05 05:02:59.186576+00:00,three_white_soldiers
159,2026-02-05 06:02:59.186576+00:00,doji
159,2026-02-05 06:02:59.186576+00:00,bearish_engulfing
159,2026-02-05 06:02:59.186576+00:00,spinning_top
159,2026-02-05 06:02:59.186576+00:00,shooting_star
160,2026-02-05 07:02:59.186576+00:00,doji
160,2026-02-05 07:02:59.186576+00:00,bullish_engulfing
160,2026-02-05 07:02:59.186576+00:00,shooting_star
160,2026-02-05 07:02:59.186576+00:00,piercing_line
161,2026-02-05 08:02:59.186576+00:00,bearish_engulfing
162,2026-02-05 09:02:59.186576+00:00,doji
162,2026-02-05 09:02:59.186576+00:00,spinning_top
162,2026-02-05 09:02:59.186576+00:00,hanging_man
162,2026-02-05 09:02:59.186576+00:00,piercing_line
163,2026-02-05 10:02:59.186576+00:00,morning_star
164,2026-02-05 11:02:59.186576+00:00,bearish_engulfing
165,2026-02-05 12:02:59.186576+00:00,piercing_line
165,2026-02-05 12:02:59.186576+00:00,piercing_line
166,2026-02-05 13:02:59.186576+00:00,doji
166,2026-02-05 13:02:59.186576+00:00,spinning_top
166,2026-02-05 13:02:59.186576+00:00,shooting_star
167,2026-02-05 14:02:59.186576+00:00,three_white_soldiers
168,2026-02-05 15:02:59.186576+00:00,bearish_engulfing
170,2026-02-05 17:02:59.186576+00:00,doji
170,2026-02-05 17:02:59.186576+00:00,three_black_crows
170,2026-02-05 17:02:59.186576+00:00,spinning_top
170,2026-02-05 17:02:59.186576+00:00,shooting_star
170,2026-02-05 17:02:59.186576+00:00,hanging_man
171,2026-02-05 18:02:59.186576+00:00,three_black_crows
172,2026-02-05 19:02:59.186576+00:00,doji
172,2026-02-05 19:02:59.186576+00:00,three_black_crows
172,2026-02-05 19:02:59.186576+00:00,spinning_top
172,2026-02-05 19:02:59.186576+00:00,shooting_star
172,2026-02-05 19:02:59.186576+00:00,hanging_man
173,2026-02-05 20:02:59.186576+00:00,doji
173,2026-02-05 20:02:59.186576+00:00,three_black_crows
173,2026-02-05 20:02:59.186576+00:00,shooting_star
174,2026-02-05 21:02:59.186576+00:00,doji
174,2026-02-05 21:02:59.186576+00:00,three_black_crows
174,2026-02-05 21:02:59.186576+00:00,spinning_top
174,2026-02-05 21:02:59.186576+00:00,shooting_star
175,2026-02-05 22:02:59.186576+00:00,doji
175,2026-02-05 22:02:59.186576+00:00,spinning_top
175,2026-02-05 22:02:59.186576+00:00,shooting_star
175,2026-02-05 22:02:59.186576+00:00,morning_star
176,2026-02-05 23:02:59.186576+00:00,doji
176,2026-02-05 23:02:59.186576+00:00,bearish_engulfing
176,2026-02-05 23:02:59.186576+00:00,spinning_top
176,2026-02-05 23:02:59.186576+00:00,shooting_star
176,2026-02-05 23:02:59.186576+00:00,hanging_man
177,2026-02-06 00:02:59.186576+00:00,evening_star
178,2026-02-06 01:02:59.186576+00:00,three_black_crows
179,2026-02-06 02:02:59.186576+00:00,bullish_engulfing
179,2026-02-06 02:02:59.186576+00:00,piercing_line
179,2026-02-06 02:02:59.186576+00:00,piercing_line
180,2026-02-06 03:02:59.186576+00:00,doji
